fname,fname_std,sex,source
EDNY,EDNA,2,MPC
EDOUARD,EDWARD,1,MPC
EDUARD,EDWARD,1,MPC
EDUWARD,EDWARD,1,MPC
EDVARD,EDWARD,1,ABE
EDW,EDWARD,1,MPC
EDWAD,EDWARD,1,MPC
EDWAN,EDWIN,1,MPC
EDWAR,EDWARD,1,MPC
EDWARDO,EDWARD,1,ABE
EDWARDS,EDWARD,1,MPC
EDWART,EDWARD,1,MPC
EDWD,EDWARD,1,MPC
EDWERD,EDWARD,1,MPC
EDWORD,EDWARD,1,MPC
EDWRD,EDWARD,1,MPC
EDY,EDITH,2,MPC
EFFA,EUPHEMIA,2,MPC
EFFEE,EFFIE,2,MPC
EFFIA,EUPHEMIA,2,MPC
EFFIE,EUPHEMIA,2,MPC
EFFY,EUPHEMIA,2,MPC
EGAR,EDGAR,1,MPC
EIZA,ELIZABETH,2,MPC
EIZABETH,ELIZABETH,2,MPC
ELA,ELLA,2,MPC
ELAN,ELLEN,2,MPC
ELANOR,ELEANOR,2,MPC
ELANORA,ELEANORA,2,MPC
ELAXANDER,ALEXANDER,1,MPC
ELBERTA,ALBERTA,2,MPC
ELBRIDGE,ELDRIDGE,1,MPC
ELCIE,ELSIE,2,MPC
ELCY,ELIZABETH,2,MPC
ELEANER,ELEANOR,2,ABE
ELEANORA,ELEANOR,2,ABE
ELEANORE,ELEANOR,2,MPC
ELEAZER,ELEAZAR,1,ABE
ELEC,ALEXANDER,1,MPC
ELEN,ELLEN,2,MPC
ELENER,ELEANOR,2,MPC
ELENOR,ELEANOR,2,MPC
ELENORA,ELEANOR,2,ABE
ELENORE,ELEANOR,2,MPC
ELEONOR,ELEANOR,2,ABE
ELEONORA,ELEANORA,2,MPC
ELEONORE,ELEANOR,2,MPC
ELESABETH,ELIZABETH,2,MPC
ELESEBETH,ELIZABETH,2,MPC
ELESIBETH,ELIZABETH,2,MPC
ELETHA,ALETHEA,2,ABE
ELEX,ALEXANDER,1,ABE
ELEXANDER,ALEXANDER,1,MPC
ELEY,ELEANOR,2,ABE
ELEZA,ELIZABETH,2,MPC
ELEZABETH,ELIZABETH,2,MPC
ELEZEBETH,ELIZABETH,2,MPC
ELEZIBETH,ELIZABETH,2,MPC
ELIA,ELIJAH,1,ABE
ELIABETH,ELISABETH,2,MPC
ELIAH,ELIJAH,1,MPC
ELIBETH,ELIZABETH,2,MPC
ELICIA,ALICIA,2,ABE
ELIE,ELIJAH,1,MPC
ELIE,ELLIE,2,MPC
ELIESABETH,ELIZABETH,2,MPC
ELIESE,ELIZABETH,2,ABE
ELIGA,ELIJAH,1,MPC
ELIGAH,ELIJAH,1,MPC
ELIGHA,ELIJAH,1,MPC
ELIGIA,ELIJAH,1,MPC
ELIHA,ELIJAH,1,ABE
ELIHUE,ELIHU,1,ABE
ELIJA,ELIJAH,1,ABE
ELIJA,ELIJAH,2,ABE
ELIN,ELLEN,2,MPC
ELINA,ELENA,2,ABE
ELINE,ELLEN,2,MPC
ELINOR,ELEANOR,2,MPC
ELINORA,ELEANORA,2,MPC
ELINORE,ELEANOR,2,MPC
ELIOT,ELLIOT,1,ABE
ELIOTT,ELLIOT,1,ABE
ELIPHALET,ELIPHELET,1,ABE
ELIS,ELIZABETH,2,MPC
ELISA,ELIZABETH,2,MPC
ELISAB,ELIZABETH,2,ABE
ELISABATH,ELIZABETH,2,MPC
ELISABET,ELIZABETH,2,MPC
ELISABETH,ELIZABETH,2,MPC
ELISABETHA,ELIZABETH,2,MPC
ELISABETT,ELIZABETH,2,MPC
ELISABITH,ELIZABETH,2,MPC
ELISAH,ALICIA,1,ABE
ELISBETH,ELIZABETH,2,MPC
ELISE,ELIZABETH,2,MPC
ELISEBATH,ELIZABETH,2,MPC
ELISEBETH,ELIZABETH,2,MPC
ELISEBTH,ELIZABETH,2,MPC
ELISH,ALICIA,1,ABE
ELISHA,ALICIA,2,MPC
ELISHIA,ALICIA,1,MPC
ELISIBETH,ELIZABETH,2,MPC
ELISIE,ELIZABETH,2,ABE
ELISSA,ELIZABETH,2,ABE
ELISSABETH,ELIZABETH,2,MPC
ELITHA,ALETHEA,2,ABE
ELITHABETH,ELIZABETH,2,MPC
ELITHEBETH,ELIZABETH,2,MPC
ELIZ,ELIZABETH,2,MPC
ELIZA,ELIZABETH,2,MPC
ELIZAB,ELIZABETH,2,MPC
ELIZABATH,ELIZABETH,2,MPC
ELIZABEATH,ELIZABETH,2,MPC
ELIZABET,ELIZABETH,2,MPC
ELIZABETHA,ELIZABETH,2,ABE
ELIZABETT,ELIZABETH,2,ABE
ELIZABETTE,ELIZABETH,2,MPC
ELIZABITH,ELIZABETH,2,MPC
ELIZABOTH,ELIZABETH,2,MPC
ELIZABTH,ELIZABETH,2,ABE
ELIZABUTH,ELIZABETH,2,MPC
ELIZAH,ELIZABETH,2,MPC
ELIZAR,ELEAZAR,2,ABE
ELIZATH,ELIZABETH,2,MPC
ELIZBATH,ELIZABETH,2,MPC
ELIZBETH,ELIZABETH,2,MPC
ELIZBTH,ELIZABETH,2,MPC
ELIZE,ELIZABETH,2,MPC
ELIZEABETH,ELIZABETH,2,MPC
ELIZEBATH,ELIZABETH,2,MPC
ELIZEBEATH,ELIZABETH,2,MPC
ELIZEBETH,ELIZABETH,2,MPC
ELIZEBITH,ELIZABETH,2,MPC
ELIZEBTH,ELIZABETH,2,MPC
ELIZER,ELIZABETH,2,MPC
ELIZH,ELIZABETH,2,MPC
ELIZIA,ELIZABETH,2,MPC
ELIZIBATH,ELIZABETH,2,MPC
ELIZIBETH,ELIZABETH,2,MPC
ELIZIE,ELIZABETH,2,MPC
ELIZOBETH,ELIZABETH,2,MPC
ELIZTH,ELIZABETH,2,MPC
ELIZZA,ELIZABETH,2,MPC
ELIZZABETH,ELIZABETH,2,MPC
ELIZZIE,ELIZABETH,2,MPC
ELKANA,ELKANAH,1,ABE
ELLAFW,ELLA,2,ABE
ELLAH,ELLEN,2,ABE
ELLAN,ELLEN,2,MPC
ELLANOR,ELEANOR,2,MPC
ELLANORA,ELEANORA,2,MPC
ELLEANOR,ELEANOR,2,MPC
ELLENA,ELENA,2,MPC
ELLENER,ELEANOR,2,MPC
ELLENOR,ELEANOR,2,MPC
ELLENORA,ELEANORA,2,MPC
ELLENORE,ELEANOR,2,MPC
ELLET,ELLIOT,1,MPC
ELLIA,ELEANOR,2,ABE
ELLIAS,ELIAS,1,ABE
ELLIE,ELEANOR,2,ABE
ELLIN,ELLEN,2,MPC
ELLINOR,ELEANOR,2,MPC
ELLIOT,ELLIOTT,1,MPC
ELLIOTT,ELLIOT,1,ABE
ELLISABETH,ELIZABETH,2,MPC
ELLIZA,ELIZABETH,2,MPC
ELLIZABETH,ELIZABETH,2,ABE
ELLMER,ELMER,1,ABE
ELLN,ELLEN,2,MPC
ELLNORA,ELEANORA,2,MPC
ELLWOOD,ELWOOD,1,MPC
ELLY,ELEANOR,2,ABE
ELMA,ELMO,1,ABE
ELMA,ALMA,2,ABE
ELMAR,ELMER,1,ABE
ELMIRA,ALMIRA,2,ABE
ELMIRAH,ALMIRA,2,ABE
ELMIRE,ALMIRA,2,ABE
ELMOR,ELMER,1,MPC
ELMYRA,ALMIRA,2,ABE
ELNA,ELENA,2,ABE
ELNOR,ELEANOR,2,MPC
ELNORA,ELEANORA,2,MPC
ELNORAH,ELEANORA,2,MPC
ELNORE,ELEANOR,2,ABE
ELON,ELLEN,2,MPC
ELONER,ELEANOR,2,MPC
ELONORA,ELEANORA,2,MPC
ELONZA,ALONZO,1,ABE
ELONZO,ALONZO,1,MPC
ELOUISE,ELOISE,2,ABE
ELSABETH,ELIZABETH,2,MPC
ELSBETH,ELIZABETH,2,MPC
ELSE,ELIZABETH,2,ABE
ELSEY,ELIZABETH,2,MPC
ELSIA,ELIZABETH,2,ABE
ELSIE,ELIZABETH,2,MPC
ELSY,ELIZABETH,2,MPC
ELVIN,ALVIN,1,MPC
ELVINA,ALVINA,2,ABE
ELVIRE,ELVIRA,2,ABE
ELVIRIA,ELVIRA,2,ABE
ELVIRY,ELVIRA,2,ABE
ELY,ELIJAH,1,MPC
ELY,ELIZABETH,2,MPC
ELYSABETH,ELIZABETH,2,MPC
ELYZA,ELIZABETH,2,MPC
ELYZABETH,ELIZABETH,2,MPC
ELZA,ELIZABETH,1,ABE
ELZA,ELIZABETH,2,ABE
ELZABETH,ELIZABETH,2,MPC
ELZEBETH,ELIZABETH,2,MPC
ELZIE,ELIZABETH,2,MPC
ELZY,ELIZABETH,1,ABE
EM,EMILY,2,MPC
EMA,EMMA,2,MPC
EMALIA,AMELIA,2,MPC
EMALIE,EMILY,2,MPC
EMALIN,EMMELINE,2,ABE
EMALINA,EMMELINE,2,ABE
EMALINE,EMMELINE,2,ABE
EMALY,EMILY,2,MPC
EMANDA,AMANDA,2,MPC
EMANEL,EMMANUEL,1,ABE
EMANIEL,EMANUEL,1,MPC
EMANUAL,EMMANUEL,1,ABE
EMANUEL,EMMANUEL,1,ABE
EMANUL,EMANUEL,1,MPC
EMEL,EMIL,1,ABE
EMELA,AMELIA,2,ABE
EMELEY,EMILY,2,ABE
EMELIA,AMELIA,2,ABE
EMELIE,EMILY,2,MPC
EMELIN,EMMELINE,2,ABE
EMELINA,EMMELINE,2,ABE
EMELINE,EMMELINE,2,ABE
EMELY,EMILY,2,MPC
EMERINE,EMMELINE,2,ABE
EMERLINE,EMMELINE,2,ABE
EMERLY,EMILY,2,ABE
EMET,EMMET,1,MPC
EMETT,EMMET,1,ABE
EMEY,EMMA,2,ABE
EMIE,EMMA,2,ABE
EMIEL,EMILE,1,MPC
EMIELIE,EMILY,2,ABE
EMILA,AMELIA,2,ABE
EMILE,EMIL,1,ABE
EMILE,EMILY,2,ABE
EMILENE,EMMELINE,2,ABE
EMILEY,EMILY,2,MPC
EMILIA,AMELIA,2,ABE
EMILIE,EMILY,2,MPC
EMILIN,EMMELINE,2,ABE
EMILINE,EMMELINE,2,ABE
EMILLE,EMIL,1,ABE
EMILLIA,AMELIA,2,MPC
EMILLY,EMILY,2,ABE
EMIT,EMMET,1,ABE
EMITT,EMMET,1,ABE
EMLEY,EMILY,2,MPC
EMLIE,EMILY,2,MPC
EMLINE,EMMELINE,2,ABE
EMLY,EMILY,2,MPC
EMM,EMMA,2,ABE
EMMAGENE,IMOGENE,2,ABE
EMMAH,EMMA,2,ABE
EMMALINE,EMMELINE,2,ABE
EMMALY,EMILY,2,MPC
EMMANUEL,EMANUEL,1,MPC
EMME,EMMA,2,MPC
EMMELIA,AMELIA,2,ABE
EMMELY,EMILY,2,MPC
EMMER,EMERSON,1,MPC
EMMERSON,EMERSON,1,ABE
EMMET,EMMETT,1,MPC
EMMETT,EMMET,1,ABE
EMMIA,EMMA,2,ABE
EMMIE,EMILY,2,MPC
EMMIEFW,EMILY,2,ABE
EMMIL,ENOCH,1,MPC
EMMILY,EMILY,2,MPC
EMMIT,EMMETT,1,MPC
EMMITT,EMMET,1,ABE
EMMY,EMILY,2,MPC
EMOGENE,IMOGENE,2,MPC
EMOLINE,EMMELINE,2,ABE
EMORY,EMERY,1,ABE
EMRY,EMERY,1,MPC
EMY,EMMA,2,ABE
ENICE,EUNICE,2,MPC
ENICK,ENOCH,1,MPC
ENIS,EUNICE,1,ABE
ENMA,EMMA,2,MPC
ENOC,ENOCH,1,ABE
ENOCK,ENOCH,1,MPC
EOLA,IOLA,2,ABE
EPH,EPHRAIM,1,MPC
EPHA,EUPHEMIA,2,MPC
EPHRAM,EPHRAIM,1,ABE
EPHREM,EPHRAIM,1,MPC
EPHRIAM,EPHRAIM,1,MPC
EPHRIM,EPHRAIM,1,ABE
EPHRUM,EPHRAIM,1,MPC
EPPIE,EUPHEMIA,2,ABE
EPRAIM,EPHRAIM,1,ABE
ERICH,ERIC,1,MPC
ERICK,ERIC,1,MPC
ERIK,ERIC,1,ABE
ERL,EARL,1,MPC
ERLE,EARL,1,MPC
ERMIE,ERMA,2,ABE
ERMMA,ERMA,2,ABE
ERNA,ERNESTINE,2,ABE
ERNAST,ERNEST,1,ABE
ERNESTE,ERNEST,1,ABE
ERNESTINA,ERNESTINE,2,ABE
ERNIE,ERNEST,1,MPC
ERNIE,ERNESTINE,2,MPC
ERNIST,ERNEST,1,MPC
ERNISTINE,ERNESTINE,2,ABE
ERNST,ERNEST,1,MPC
ERNSTINA,ERNESTINE,2,ABE
ERNSTINE,ERNESTINE,2,MPC
ERRICK,ERIC,1,MPC
ERSKIN,ERSKINE,1,ABE
ERSULA,URSULA,2,MPC
ERVEN,ERWIN,1,ABE
ERVING,IRVING,1,ABE
ESABEL,ISABEL,2,MPC
ESABELL,ISABEL,2,MPC
ESABELLA,ISABELLA,2,MPC
ESAW,ESAU,1,ABE
ESQEDIE,EDWARD,1,ABE
ESRA,EZRA,1,ABE
ESSIE,ESTHER,2,MPC
ESSTELLA,ESTELLE,2,ABE
ESTALLA,ESTELLE,2,ABE
ESTEL,ESTELLE,2,MPC
ESTELA,ESTELLE,2,ABE
ESTELE,ESTELLE,2,ABE
ESTELL,ESTELLE,2,MPC
ESTER,ESTHER,2,ABE
ESTILLA,ESTELLA,2,MPC
ESTUS,EUSTACE,1,ABE
ETHAL,ETHEL,2,MPC
ETHEN,ETHAN,1,ABE
ETHIE,ETHEL,2,MPC
ETTA,ANTONETTA,2,MPC
ETTIE,ELIZABETH,2,MPC
EUG,EUGENE,1,MPC
EUGEAN,EUGENE,1,MPC
EUGEN,EUGENE,1,MPC
EUGENA,EUGENIA,2,ABE
EUGENE,EUGENIA,2,MPC
EUGENIA,EUGENE,1,ABE
EUGENIE,EUGENIA,2,MPC
EUGENIE,EUGENE,1,MPC
EUGENIO,EUGENE,1,ABE
EUGINA,EUGENIA,2,ABE
EUGINE,EUGENE,1,MPC
EUGINIA,EUGENIA,2,ABE
EUGINIAMARY,EUGENIA,2,ABE
EUGINIE,EUGINIA,2,MPC
EUGNE,EUGENE,1,ABE
EUGUENE,EUGENE,1,ABE
EUGUNE,EUGENE,1,MPC
EUJENE,EUGENE,1,MPC
EULALIE,EULALIA,2,ABE
EULIA,EULALIA,2,ABE
EUNIS,EUNICE,2,MPC
EUPHEMA,EUPHEMIA,2,MPC
EUPHEMIE,EUPHEMIA,2,ABE
EUPHENIA,EUPHEMIA,2,ABE
EUSEBE,EUSEBIUS,1,ABE
EUSEBIO,EUSEBIUS,1,ABE
EVAE,EVA,2,ABE
EVALENA,EVELYN,2,ABE
EVALIN,EVELYN,2,ABE
EVALINA,EVELYN,2,ABE
EVALINE,EVELYN,2,ABE
EVALYN,EVELYN,2,MPC
EVANS,EVAN,1,ABE
EVELENA,EVELYN,2,ABE
EVELENE,EVELYN,2,MPC
EVELIN,EVELYN,2,ABE
EVELINA,EVELYN,2,ABE
EVELINE,EVELYN,2,ABE
EVEN,EVAN,1,MPC
EVERET,EVERETT,1,MPC
EVERITT,EVERETT,1,MPC
EVERLINE,EVELYN,2,MPC
EVERT,EVERETT,1,MPC
EVERTT,EVERETT,1,MPC
EVEY,EVE,2,ABE
EVIE,EVELYN,2,MPC
EVILINA,EVELINA,2,MPC
EVILINE,EVELINE,2,MPC
EVIN,EVAN,1,MPC
EVLINE,EVELYN,2,MPC
EVLYN,EVELYN,2,ABE
EVOLINE,EVELYN,2,ABE
EVRETT,EVERETT,1,ABE
EVVA,EVA,2,MPC
EVVIE,EVELYN,2,MPC
EVY,EVE,2,ABE
EWARD,EDWARD,1,MPC
EWD,EDWARD,1,MPC
EZEKEL,EZEKIEL,1,ABE
EZEKIAL,EZEKIEL,1,ABE
EZERA,EZRA,1,ABE
EZKIEL,EZEKIEL,1,MPC
FAMY,EUPHEMIA,2,ABE
FAN,FANNY,2,MPC
FANCES,FRANCES,2,MPC
FANCIS,FRANCES,2,MPC
FANCIS,FRANCIS,1,MPC
FANEY,FANNIE,2,MPC
FANIE,FANNIE,2,MPC
FANK,FRANK,1,MPC
FANNA,FRANCES,2,ABE
FANNE,FRANCES,2,ABE
FANNEY,FANNIE,2,MPC
FANNI,FANNIE,2,MPC
FANNIE,FRANCES,2,MPC
FANNY,FRANCES,2,ABE
FANY,FANNIE,2,MPC
FAUSTIN,FAUSTINO,1,ABE
FAYETT,LAFAYETTE,1,MPC
FAYETTE,LAFAYETTE,1,MPC
FEBE,PHOEBE,2,MPC
FEBIE,PHOEBE,2,MPC
FEBY,PHOEBE,2,MPC
FED,FREDERICK,1,MPC
FEDELIA,FIDELIA,2,ABE
FEDERICK,FREDERICK,1,MPC
FEDERICO,FREDERICK,1,ABE
FEDRIC,FREDERICK,1,MPC
FEDRICK,FREDERICK,1,MPC
FEEBY,PHOEBE,2,MPC
FELEX,FELIX,1,MPC
FELICIANA,FELICIA,2,ABE
FELICIE,FELICIA,2,ABE
FELICITA,FELICIA,2,ABE
FELIPA,PHILIPA,2,ABE
FELIS,FELIX,1,ABE
FELIZ,FELIX,1,ABE
FERD,FERDINAND,1,MPC
FERDANAND,FERDINAND,1,ABE
FERDENAND,FERDINAND,1,ABE
FERDINAD,FERDINAND,1,MPC
FERDINAN,FERDINAND,1,MPC
FERDINANT,FERDINAND,1,MPC
FERDNAND,FERDINAND,1,ABE
FERMAN,FIRMIN,1,ABE
FERMIN,FIRMIN,1,ABE
FERNAND,FERDINAND,1,MPC
FERNANDO,FERDINAND,1,ABE
FIANNA,FIONA,2,ABE
FIBBY,PHOEBE,2,ABE
FILANDER,PHILANDER,1,ABE
FILL,PHILIP,1,MPC
FILLIS,PHYLLIS,2,MPC
FILOMENA,PHILOMENA,2,MPC
FINUS,PHINEAS,1,MPC
FIRMAN,FIRMIN,1,ABE
FITJR,FIT,2,ABE
FLARANCE,FLORENCE,2,MPC
FLARENCE,FLORENCE,2,MPC
FLAURENCE,FLORENCE,2,MPC
FLAVIE,FLAVIA,2,MPC
FLAVIOUS,FLAVIUS,1,ABE
FLAWRENCE,FLORENCE,2,MPC
FLECHER,FLETCHER,1,MPC
FLOID,FLOYD,1,MPC
FLORAH,FLORA,2,ABE
FLORANC,FLORENCE,2,ABE
FLORANCE,FLORENCE,1,ABE
FLORANCE,FLORENCE,2,ABE
FLORENC,FLORENCE,2,MPC
FLORIE,FLORENCE,2,ABE
FLORINCE,FLORENCE,2,MPC
FLORINE,FLORENE,2,ABE
FLORNCE,FLORENCE,2,MPC
FLORRA,FLORENCE,2,ABE
FLORRANCE,FLORENCE,2,ABE
FLORRENCE,FLORENCE,2,MPC
FLORRIE,FLORENCE,2,ABE
FLORY,FLORENCE,2,ABE
FLOYED,FLOYD,1,ABE
FLRENCE,FLORENCE,2,ABE
FOREST,FORREST,1,ABE
FOUNT,FOUNTAIN,1,ABE
FRACES,FRANCES,2,MPC
FRACIS,FRANCES,2,MPC
FRACIS,FRANCIS,1,MPC
FRAK,FRANK,1,MPC
FRAKLIN,FRANKLIN,1,MPC
FRAN,FRANCES,2,MPC
FRANC,FRANCES,2,MPC
FRANCE,FRANK,1,ABE
FRANCE,FRANCES,2,ABE
FRANCENA,FRANCES,2,ABE
FRANCES,FRANCIS,1,MPC
FRANCESS,FRANCES,2,ABE
FRANCIE,FRANCES,2,MPC
FRANCIES,FRANCIS,1,MPC
FRANCINA,FRANCES,2,ABE
FRANCIS,FRANK,1,ABE
FRANCISCA,FRANCES,2,ABE
FRANCISCO,FRANCES,2,ABE
FRANCISKA,FRANCES,2,ABE
FRANCK,FRANK,1,MPC
FRANCOISE,FRANCES,2,ABE
FRANCY,FRANCES,2,MPC
FRANES,FRANCES,2,MPC
FRANEY,FRANCES,2,MPC
FRANIE,FRANCES,2,MPC
FRANK,FRANCES,2,ABE
FRANKDR,FRANK,1,ABE
FRANKE,FRANK,1,MPC
FRANKE,FRANCES,2,MPC
FRANKEY,FRANCES,2,MPC
FRANKEY,FRANK,1,MPC
FRANKIE,FRANCIS,2,MPC
FRANKIN,FRANKLIN,1,MPC
FRANKLEN,FRANKLIN,1,MPC
FRANKLINE,FRANKLIN,1,MPC
FRANKLING,FRANKLIN,1,MPC
FRANKLYN,FRANKLIN,1,ABE
FRANKY,FRANCES,2,MPC
FRANKY,FRANK,1,MPC
FRANLIN,FRANKLIN,1,MPC
FRANNIE,FRANCES,2,MPC
FRANS,FRANK,1,ABE
FRANSES,FRANCES,2,ABE
FRANSIS,FRANCES,2,MPC
FRANSISCA,FRANCES,2,ABE
FRANSISKA,FRANCES,2,ABE
FRANTZ,FRANK,1,ABE
FRANY,FRANCES,2,MPC
FRANZ,FRANK,1,ABE
FRANZIS,FRANCES,2,MPC
FRANZISCA,FRANCES,2,ABE
FRANZISKA,FRANCES,2,ABE
FRD,FREDERICK,1,MPC
FREAD,FREDERICK,1,MPC
FRED,FREDERICK,1,MPC
FRED,FREDERICKA,2,MPC
FREDA,FREDERICKA,2,ABE
FREDC,FREDERICK,1,MPC
FREDD,FREDERICK,1,MPC
FREDDIE,FREDERICK,1,MPC
FREDDIE,FREDERICK,2,MPC
FREDDY,FREDERICK,1,MPC
FREDE,FREDERICK,1,MPC
FREDERCK,FREDERICK,1,MPC
FREDERECK,FREDERICK,1,ABE
FREDEREKA,FREDERICKA,2,MPC
FREDERIC,FREDERICK,1,MPC
FREDERICA,FREDERICKA,2,MPC
FREDERICCA,FREDERICKA,2,MPC
FREDERICH,FREDERICK,1,MPC
FREDERICK,FREDERICKA,2,ABE
FREDERICKE,FREDERICKA,2,MPC
FREDERIK,FREDERICK,1,ABE
FREDERIKA,FREDERICKA,2,MPC
FREDERIKE,FREDERICKA,2,ABE
FREDICK,FREDERICK,1,MPC
FREDIE,FREDERICK,1,MPC
FREDIE,FREDERICKA,2,MPC
FREDINAND,FERDINAND,1,MPC
FREDIRICK,FREDERICK,1,ABE
FREDK,FREDERICK,1,MPC
FREDR,FREDERICK,1,MPC
FREDRECA,FREDERICKA,2,MPC
FREDRECK,FREDERICK,1,MPC
FREDREKA,FREDERICKA,2,MPC
FREDRIC,FREDERICK,1,MPC
FREDRICA,FREDERICKA,2,MPC
FREDRICH,FREDERICK,1,MPC
FREDRICK,FREDERICKA,2,MPC
FREDRICKA,FREDERICKA,2,MPC
FREDRICKE,FREDERICK,2,MPC
FREDRIK,FREDERICK,1,MPC
FREDRIKA,FREDERICKA,2,MPC
FREDRIKE,FREDERICKA,2,MPC
FREDY,FREDERICK,1,MPC
FREEMONT,FREMONT,1,ABE
FREIDA,FRIEDA,2,ABE
FREMAN,FREEMAN,1,MPC
FRID,FREDERICK,1,MPC
FRIDA,FRIEDA,2,MPC
FRIDERICH,FREDERICK,1,ABE
FRIDERICK,FREDERICK,1,MPC
FRIDERICKE,FREDERICKA,2,ABE
FRIDERIKA,FREDERICKA,2,MPC
FRIDERIKE,FREDERICK,2,MPC
FRIDRICH,FRIEDRICH,1,MPC
FRIDRICK,FREDERICK,1,MPC
FRIED,FRIEDERICK,1,MPC
FRIEDERICA,FREDERICKA,2,MPC
FRIEDERICH,FRIEDRICH,1,MPC
FRIEDERICK,FREDERICK,1,ABE
FRIEDERICKA,FREDERICKA,2,ABE
FRIEDERICKE,FREDERICKA,2,ABE
FRIEDERIKA,FREDERICKA,2,ABE
FRIEDERIKE,FREDERICKA,2,ABE
FRIEDR,FREDERICK,1,MPC
FRIEDRICH,FREDERICK,1,MPC
FRIEDRICK,FREDERICK,1,ABE
FRIEDRICKE,FREDERICKA,2,ABE
FRONIA,SOPHRONIA,2,MPC
GABE,GABRIEL,1,MPC
GABREL,GABRIEL,1,MPC
GABRELLA,GABRIELLA,2,MPC
GABRIAL,GABRIEL,1,ABE
GABRIEL,GABRIELLE,2,MPC
GABRIELA,GABRIELLA,2,ABE
GABRIL,GABRIEL,1,MPC
GABRILLA,GABRIELLA,2,ABE
GARD,MARSHALL,1,ABE
GARET,GARRETT,1,MPC
GARRET,GARRETT,1,MPC
GARRIT,GARRETT,1,MPC
GARRY,GARY,1,ABE
GELBERT,GILBERT,1,MPC
GEMIMA,JEMIMA,2,MPC
GENA,ANGELINE,2,ABE
GENE,EUGENE,1,MPC
GENETT,JENNETTE,2,ABE
GENETTA,JENNETTA,2,ABE
GENETTE,JENNETTE,2,ABE
GENETTIE,JANE,2,MPC
GENEVIE,GENEVIEVE,2,MPC
GENEVIVE,GENEVIEVE,2,MPC
GENIE,EUGENE,1,MPC
GENNETT,JENNETTE,2,ABE
GENNETTA,JENNETTA,2,ABE
GENNETTE,JENNETTE,2,ABE
GENNIE,GENEVIEVE,2,MPC
GENOVEVA,GENEVIEVA,2,MPC
GEO,GEORGE,1,MPC
GEO,GEORGIA,2,MPC
GEOGE,GEORGE,1,MPC
GEOGIA,GEORGIA,2,MPC
GEOR,GEORGE,1,MPC
GEORE,GEORGE,1,MPC
GEORG,GEORGE,1,MPC
GEORG,GEORGIA,2,MPC
GEORGA,GEORGIA,2,MPC
GEORGA,GEORGE,1,MPC
GEORGAN,GEORGEANNE,2,MPC
GEORGANA,GEORGIANA,2,ABE
GEORGANIA,GEORGEANNA,2,MPC
GEORGANN,GEORGEANN,2,MPC
GEORGANNA,GEORGIANA,2,MPC
GEORGE,GEORGIA,2,ABE
GEORGEA,GEORGIA,2,MPC
GEORGEAN,GEORGIANA,2,ABE
GEORGEANA,GEORGIANA,2,ABE
GEORGEANN,GEORGIANA,2,ABE
GEORGEANNA,GEORGIANNA,2,MPC
GEORGENA,GEORGEANNA,2,MPC
GEORGENIA,GEORGIA,2,MPC
GEORGES,GEORGE,1,MPC
GEORGI,GEORGIA,2,MPC
GEORGIA,GEORGE,1,ABE
GEORGIAM,GEORGIA,2,ABE
GEORGIAN,GEORGIANA,2,ABE
GEORGIANA,GEORGIANNA,2,MPC
GEORGIANN,GEORGIANA,2,ABE
GEORGIANNA,GEORGIANA,2,ABE
GEORGIE,GEORGE,1,MPC
GEORGINA,GEORGIANA,2,ABE
GEORGINE,GEORGIA,2,ABE
GEORGY,GEORGIA,2,MPC
GERGE,GEORGE,1,MPC
GERMAINM,GERMAIN,2,ABE
GEROGE,GEORGE,1,MPC
GEROME,JEROME,1,ABE
GERONE,MARSHALL,1,ABE
GERRIT,GARRETT,1,MPC
GERRY,GERALD,1,MPC
GERTA,GERTRUDE,2,MPC
GERTHA,GERTRUDE,2,MPC
GERTIE,GERTRUDE,2,MPC
GERTRUD,GERTRUDE,2,MPC
GERTRUDA,GERTRUDE,2,ABE
GERTRUDES,GERTRUDE,2,ABE
GERTRUDIS,GERTRUDE,2,ABE
GERTRUE,GERTRUDE,2,MPC
GERTUDE,GERTRUDE,2,MPC
GERTY,GERTRUDE,2,MPC
GERUSHA,JERUSHA,2,ABE
GETRUDE,GERTRUDE,2,ABE
GID,GIDEON,1,MPC
GIDDEON,GIDEON,1,ABE
GIDION,GIDEON,1,ABE
GIL,GILBERT,1,MPC
GIM,JAMES,1,MPC
GINA,ANGELINE,2,ABE
GINEY,VIRGINIA,2,MPC
GINNEY,VIRGINIA,2,MPC
GINNIE,VIRGINIA,2,MPC
GINNY,VIRGINIA,2,MPC
GIRTA,GERTRUDE,2,MPC
GIRTIE,GERTRUDE,2,MPC
GIRTRUDE,GERTRUDE,2,MPC
GIRTY,GERTRUDE,2,MPC
GLEN,GLENN,1,ABE
GODFRED,GODFREID,1,MPC
GODFRIED,GODFREY,1,ABE
GODFRY,GODFREY,1,ABE
GODLIEB,GOTTLIEB,1,MPC
GOERGE,GEORGE,1,MPC
GOLDIE,GOLDA,2,MPC
GORDAN,GORDON,1,ABE
GORDEN,GORDON,1,ABE
GORGE,GEORGE,1,MPC
GORGIA,GEORGIA,2,MPC
GORGIE,GEORGIA,2,MPC
GOTFRIED,GODFREY,1,ABE
GOTLEB,GOTTLIEB,1,ABE
GOTLEIB,GOTTLIEB,1,MPC
GOTLIB,GOTTLIEB,1,MPC
GOTLIEB,GOTTLIEB,1,MPC
