fname,nickname_mpc,sex
MARNA,0,2
NINNA,0,2
SUKEY,0,2
RICHERD,1,1
CHALMER,0,1
MILLIE,0,1
OSCO,0,1
TORGER,0,1
HERIETTA,1,2
CHRISSIE,1,2
CATRINE,0,2
IBBY,0,2
LUSY,0,2
MADA,0,2
RELIEF,0,2
THODORE,1,1
CLIFORD,0,1
DAVIDSON,0,1
GARNETT,0,1
NICKOLAUS,0,1
RODMAN,0,1
ABBIGAL,0,2
VADA,0,2
AI,0,1
HILARY,0,1
JOHNN,0,1
LYNDA,1,2
BELZORA,0,2
CHANCY,0,2
FRONY,0,2
LANE,0,2
ZENOBIA,0,2
PURLEY,1,1
OCTAVUS,1,1
JN,1,1
DEMAS,0,1
EBENEZAR,0,1
ENGELBERT,0,1
HYPOLITE,0,1
ISAACK,0,1
LAUSON,0,1
STEPHENS,0,1
JENEVA,1,2
CHRIS,1,2
CLOIE,1,2
DORIA,0,2
JERUSIA,0,2
MALENA,0,2
PAULENE,0,2
AGUSTIN,1,1
CLOVIS,0,1
ELIOTT,0,1
ELMON,0,1
FLORANCE,0,1
GORDAN,0,1
MINUS,0,1
SHEP,0,1
ZIMRI,0,1
APPOLONIA,0,2
CYRENE,0,2
ELVENA,0,2
EMELEY,0,2
GENEVRA,0,2
JUDETH,0,2
SERENE,0,2
TRACEY,0,2
ROLLEY,1,1
JOSEPHE,1,1
CLAUDA,1,1
BRYON,0,1
BYRAN,0,1
CHANNING,0,1
GREGOR,0,1
JOSIAS,0,1
PAULUS,0,1
NANCE,1,2
CHESTINA,0,2
ENGEL,0,2
EUPHEMIE,0,2
LEMIRA,0,2
MIME,0,2
SAIDIE,0,2
JOCOB,1,1
COY,0,1
HARIS,0,1
UGENIA,1,2
ELMEDA,0,2
FLAVILLA,0,2
MARITTA,0,2
MARRIAN,0,2
STACIA,0,2
EDWART,1,1
DAVIED,1,1
ART,1,1
FARLEY,0,1
JOCK,0,1
JUD,0,1
KENDRICK,0,1
RIGHT,0,1
SUMPTER,0,1
WILBERN,0,1
RUTHEY,1,2
CAMILA,1,2
ALFA,0,2
DARKIS,0,2
ELIJA,0,2
GUNILD,0,2
LORY,0,2
LUSINA,0,2
MIRIAN,0,2
SOPHINA,0,2
TILITHA,0,2
TISHA,0,2
RICK,1,1
SIRAS,1,1
CONARD,1,1
AUGT,1,1
ARTHA,0,1
CARLISLE,0,1
GENTRY,0,1
JENNIE,0,1
MELCHIOR,0,1
WA,0,1
SEBINA,1,2
NANSEY,1,2
MILLISSA,1,2
ESABELLA,1,2
AM,0,2
FAUSTINA,0,2
FEBA,0,2
IDELA,0,2
MARGERETHA,0,2
MERCEDES,0,2
VISA,0,2
TEODORO,1,1
FERDINANT,1,1
BURNEY,0,1
ENSIGN,0,1
KLAAS,0,1
LANGDON,0,1
ODELL,0,1
ORAL,0,1
PENDLETON,0,1
REINHART,0,1
SILVANUS,0,1
SLOAN,0,1
SYVER,0,1
WILLIMINA,1,2
SADE,1,2
NATHALIE,1,2
MAGRETH,1,2
JULIER,1,2
IREAN,1,2
GABRELLA,1,2
CLAUDY,1,2
JEANETT,0,2
LEUELLA,0,2
LIEU,0,2
LINE,0,2
WARRAN,1,1
ULISSIS,1,1
JEFFERY,1,1
AGUSTA,1,1
BLANCHARD,0,1
CHANEY,0,1
DERRY,0,1
EVART,0,1
KINCHEN,0,1
MARCEL,0,1
ORVIN,0,1
ROE,0,1
JANNE,1,2
CARO,1,2
ANEY,1,2
ANTONIO,0,2
AZUBAH,0,2
DELANY,0,2
DELLE,0,2
PHILLIPINA,0,2
SEMORE,1,1
EVERITT,1,1
ADOLP,1,1
GORHAM,0,1
LINAS,0,1
MAYER,0,1
ZADOC,0,1
MARAY,1,2
GORGIA,1,2
ADALIN,1,2
ADRA,0,2
CASEY,0,2
CLARANCE,0,2
EDIA,0,2
MENE,0,2
ROSABEL,0,2
ATHUR,1,1
BURTEN,0,1
CORTEZ,0,1
MAXEY,0,1
SARAH,0,1
WINIFORD,1,2
ROBY,1,2
BECKA,1,2
NANSY,1,2
IZABELL,1,2
KATI,1,2
KATTE,1,2
MANDAY,1,2
ARLINE,0,2
CELEST,0,2
CORINTHA,0,2
EUREKA,0,2
HEPSEY,0,2
KUNIGUNDE,0,2
MILDA,0,2
SALMA,0,2
NUTE,1,1
ZEKE,1,1
ALBERTA,0,1
ARCHIBOLD,0,1
CALDWELL,0,1
CAPERS,0,1
ELLECK,0,1
LAVERN,0,1
LETCHER,0,1
MERIDA,0,1
PLUMER,0,1
VALINTINE,0,1
CLARISSE,0,2
ELIE,0,2
HITTIE,0,2
LARINA,0,2
MC,0,2
MYRIA,0,2
THADEOUS,1,1
OWIN,1,1
BOWEN,0,1
EBB,0,1
KINSEY,0,1
TYRE,0,1
WILLEMINA,1,2
LOURETTA,1,2
ADELIN,1,2
ARAH,0,2
EMERETTA,0,2
GLENNIE,0,2
LIONA,0,2
Y,0,2
ALVIA,0,1
ANATOLE,0,1
CHEE,0,1
ELECK,0,1
HOLMAN,0,1
PROCTOR,0,1
ANER,0,2
JUNA,0,2
KELLY,0,2
LEANAH,0,2
PERCIE,1,1
BRIANT,1,1
ELBA,0,1
HAWLEY,0,1
IVA,0,1
LIMON,0,1
NORMON,0,1
WARDEN,0,1
WINDSOR,0,1
WO,0,1
BERTH,1,2
ABIGIL,1,2
ADOLPHINE,0,2
DICA,0,2
DORAS,0,2
DUCK,0,2
LUSIA,0,2
MOLSEY,0,2
REX,1,1
ALEJANDRO,0,1
DERRICK,0,1
ELDRIGE,0,1
FITCH,0,1
GUSTIN,0,1
HOPKINS,0,1
JANS,0,1
JEWETT,0,1
LAKE,0,1
RAMSEY,0,1
SAMANTH,1,2
RECA,1,2
FLARANCE,1,2
ANNABELLE,0,2
AUGUSTIA,0,2
BARBORA,0,2
EFFEE,0,2
IDIE,0,2
PLACIDA,0,2
TEMPERENCE,0,2
VERDIE,0,2
ACHILLES,0,1
BURTY,0,1
MANWELL,0,1
OTHER,0,1
VERNIE,0,1
WILLMINA,1,2
PRICY,1,2
ISSABEL,1,2
BETTSY,1,2
ALSY,0,2
DOMINGA,0,2
ETHELINDA,0,2
WALBURGA,0,2
SANUEL,1,1
NICHLOS,1,1
NICHOLAUS,1,1
DANIE,1,1
ALPH,1,1
DELLA,0,1
EWIN,0,1
ROME,0,1
SINCLAIR,0,1
BETCY,1,2
AMELA,0,2
AMINDA,0,2
ANNORA,0,2
ARELIA,0,2
DISEY,0,2
EMELINA,0,2
ERMMA,0,2
MARGERITE,0,2
MERCED,0,2
TANNY,0,2
ROBET,1,1
CEZAR,1,1
ANDR,1,1
CROSBY,0,1
RHODES,0,1
WILLS,0,1
MARGARAT,1,2
ISSABELLE,1,2
BET,1,2
MALLY,0,2
MANAH,0,2
SIDONIA,0,2
LAURENS,1,1
GABRIL,1,1
ALMERON,0,1
ALPHIUS,0,1
FRAN,0,1
MONK,0,1
WINTON,0,1
WILLEY,1,2
SUZIE,1,2
FLORINCE,1,2
EMY,0,2
ETTE,0,2
EULAH,0,2
FILENA,0,2
MALENDA,0,2
MALISSY,0,2
OZELLA,0,2
ROBINA,0,2
ROBERTS,1,1
GEORGES,1,1
ARVIN,0,1
BURNET,0,1
FIDEL,0,1
GREENBURY,0,1
LAWTON,0,1
LUDVIG,0,1
PH,0,1
SILES,0,1
LYDE,1,2
FREDRICKE,1,2
CATERINE,1,2
BABETTA,0,2
CINDERILLA,0,2
LISY,0,2
LIVIA,0,2
MARYANNE,0,2
MASSIE,0,2
MIRIAH,0,2
MISSOURA,0,2
ORISSA,0,2
PHILIPPINE,0,2
WIL,1,1
SOLAMAN,1,1
ROBBIN,1,1
JAHN,1,1
JIMY,1,1
GRAN,1,1
ALBERTIS,0,1
JOSA,0,1
KENDALL,0,1
LAVERNE,0,1
MARINUS,0,1
MOTT,0,1
PRUDA,1,2
CLEMMA,1,2
CATHRENE,1,2
LENOR,0,2
MALONA,0,2
MARIEN,0,2
MELA,0,2
MITTA,0,2
ROZILLA,0,2
ACHILLE,0,1
AMUND,0,1
CORA,0,1
EDGARD,0,1
GAVIN,0,1
GILLIS,0,1
JABES,0,1
JONATHEN,0,1
ROWAN,0,1
WINNE,1,2
PHEEBE,1,2
DAZIE,1,2
AMARILLA,0,2
CARRI,0,2
GENIA,0,2
JUNIA,0,2
LILAH,0,2
LIVONA,0,2
MAYBELLE,0,2
OCTAVE,0,2
PATIENT,0,2
VINNA,0,2
BAZEL,0,1
ENIS,0,1
LUN,0,1
LUTHA,0,1
MATTISON,0,1
MELLVILLE,0,1
OSMER,0,1
PRATT,0,1
DEBY,1,2
ABA,1,2
AMIA,0,2
CARMELITE,0,2
CHRISTIA,0,2
DARKUS,0,2
DELLY,0,2
JENNIA,0,2
JETTA,0,2
JULLIE,0,2
LATTA,0,2
MINDY,0,2
MIRTY,0,2
PERLA,0,2
TENNA,0,2
SAMMUEL,1,1
ABRHAM,1,1
BUCKNER,0,1
EMSLEY,0,1
GRAND,0,1
HOGAN,0,1
NORA,0,1
PANCHO,0,1
SHERMON,0,1
MAGGEY,1,2
AFFY,0,2
AVY,0,2
DOSHA,0,2
LENER,0,2
LINNY,0,2
LUTETIA,0,2
OTILLA,0,2
PERNINA,0,2
RENE,0,2
TELLA,0,2
TERRISSA,0,2
VICENTA,0,2
MICHALE,1,1
ISAREL,1,1
ODA,0,1
SCHYLER,0,1
HELLAN,1,2
HARIOTT,1,2
BRIDGT,1,2
CLORY,0,2
DEALY,0,2
ISOLA,0,2
LEVENA,0,2
LIBIE,0,2
PALMYRA,0,2
STATIRA,0,2
THEADOCIA,0,2
BALEY,1,1
ALLICK,1,1
CLEMENCE,0,1
CLEOPHAS,0,1
CORNEALUS,0,1
EMILIO,0,1
FOOK,0,1
LAYFAYETT,0,1
LUTHAR,0,1
SIMMON,0,1
SYLAS,0,1
YOU,0,1
HENERITTA,1,2
DEBRAH,1,2
AMENDA,0,2
AMMY,0,2
ANNABELLA,0,2
ASENITH,0,2
AZELIA,0,2
BERTHENA,0,2
HALY,0,2
LUCE,0,2
NOT,0,2
ROSARIA,0,2
SATIRA,0,2
SEALEY,0,2
SINAH,0,2
VA,0,2
WAITY,0,2
ABBOT,0,1
ADA,0,1
ASHLY,0,1
COLFAX,0,1
FUNG,0,1
HEINRICK,0,1
HO,0,1
JNS,0,1
JODIE,0,1
MANUS,0,1
NACE,0,1
OSTEN,0,1
PLATO,0,1
WAN,0,1
SEPHRONIA,1,2
PENNEY,1,2
MERIAM,1,2
LATICIA,1,2
HARRIETE,1,2
FREDDIE,1,2
CATHIE,1,2
AGGA,0,2
BARBARRA,0,2
BUELAH,0,2
CORRINE,0,2
ELISAB,0,2
EXILDA,0,2
FRONEY,0,2
LALLA,0,2
LEAFY,0,2
LOTIE,0,2
LOVY,0,2
NETA,0,2
OLAVA,0,2
REGENIA,0,2
JAROME,1,1
HOW,1,1
HORRICE,1,1
BASS,0,1
CANE,0,1
FARMER,0,1
FINLY,0,1
MALICHI,0,1
NOLAN,0,1
MARTY,1,2
YSABEL,1,2
ANGENETTE,0,2
ANGNES,0,2
EADIE,0,2
ELEY,0,2
KITY,0,2
LELIE,0,2
MIMI,0,2
ORENA,0,2
SOPHONIA,0,2
ANT,1,1
ADALBERT,1,1
AGAPITO,0,1
ONEY,0,1
RAS,0,1
RICHMON,0,1
TIMOTHEY,0,1
FLORENC,1,2
CLARASY,0,2
EDNAH,0,2
ERIE,0,2
EUGINE,0,2
FANCY,0,2
JACOBINE,0,2
JOEANNA,0,2
THEORDORE,1,1
LENNARD,1,1
FRANKEY,1,1
BENGEMAN,1,1
ALPHENS,0,1
BIRNEY,0,1
ENCARNACION,0,1
HILARIO,0,1
LUCIAS,0,1
LUTE,0,1
MARCELINO,0,1
JINEY,1,2
HARIAT,1,2
CHRIST,1,2
CELESTINA,0,2
EMMAR,0,2
GILLA,0,2
HANER,0,2
LETTICIA,0,2
METHA,0,2
BONY,0,1
FIELDS,0,1
GIRARD,0,1
GOULD,0,1
MARCELUS,0,1
PARY,0,1
ROBERSON,0,1
VIDAL,0,1
MINIRVA,1,2
GEORGAN,1,2
ALCIE,0,2
CLAREY,0,2
CORILLA,0,2
EUNA,0,2
FLORENCIA,0,2
LA,0,2
LANAH,0,2
LOUISEA,0,2
LUCRITIA,0,2
LUSIE,0,2
OBEDIENCE,0,2
ULISUS,1,1
ARLANDO,0,1
BERNERD,0,1
CORNILIUS,0,1
DREWRY,0,1
EUCLID,0,1
MADDISON,0,1
ODUS,0,1
ORR,0,1
VILET,1,2
ROCKSY,1,2
ELONORA,1,2
ADELIE,0,2
AMANTHA,0,2
AVALINE,0,2
CELLA,0,2
DINER,0,2
LORETA,0,2
VINE,0,2
BENJEMIN,1,1
ASHBEL,0,1
CURRY,0,1
EBINEZER,0,1
FERMAN,0,1
LOCK,0,1
MERLIN,0,1
OLEF,0,1
CONIE,1,2
CATEY,1,2
ALETHIA,0,2
ARDILLA,0,2
JOHANN,0,2
LECTA,0,2
NETIE,0,2
COMADORE,0,1
DOMINIQUE,0,1
ELISON,0,1
EWALD,0,1
HALEY,0,1
RAFORD,0,1
SOPRONIA,1,2
NET,1,2
LOUIESA,1,2
CANDUS,1,2
CORIA,0,2
DULCINA,0,2
GOLDA,0,2
MARENA,0,2
OSIE,0,2
OTILDA,0,2
REYES,0,2
SAMUEL,0,2
JOSEY,1,1
JOSIPH,1,1
HORIS,1,1
CONNER,0,1
HILAND,0,1
HONORE,0,1
HUBARD,0,1
JEHIEL,0,1
KIMBALL,0,1
REDDING,0,1
ROCKSEY,1,2
ANTHA,0,2
ANTONETTA,0,2
CANZADA,0,2
FIDELLA,0,2
JULYANN,0,2
LEANN,0,2
LOYED,1,1
ABSOLAM,0,1
ARLEY,0,1
ASHEL,0,1
DANFORTH,0,1
MANFRED,0,1
KIT,1,2
ALSA,0,2
IVIE,0,2
JEANETTA,0,2
LAVADA,0,2
MERCIE,0,2
RANEY,0,2
RETA,0,2
ROSETT,0,2
SENIE,0,2
SOPHE,0,2
ALTA,0,1
CALEP,0,1
CORNELUIS,0,1
LEONCE,0,1
LONA,0,1
OBIDIAH,0,1
PRESSLEY,0,1
ROBISON,0,1
RYLAND,0,1
WENCEL,0,1
WILLHELM,0,1
CHARLEY,1,2
SHARLETT,1,2
BURNICE,1,2
AMANA,0,2
AMMANDA,0,2
AQUILLA,0,2
DELTA,0,2
EVIA,0,2
HENDRIKA,0,2
JENNETTIE,0,2
MANETTA,0,2
MATTEE,0,2
NAMIE,0,2
SINIA,0,2
STELA,0,2
JUS,1,1
FRIDERICK,1,1
ABERHAM,1,1
ELISAH,0,1
LINFORD,0,1
RANDEL,0,1
KIZZY,1,2
LIZAR,1,2
ELLANOR,1,2
AILSIE,0,2
ARTEMESIA,0,2
DELINDA,0,2
DELVINA,0,2
LALA,0,2
LEANDER,0,2
MUSA,0,2
RITTIE,0,2
THURZA,0,2
TYRA,0,2
CIRUS,1,1
CRISS,1,1
BARTHOLMEW,0,1
DERIAS,0,1
EB,0,1
EMER,0,1
EMUEL,0,1
MERLE,0,1
MORICE,0,1
PATRICIO,0,1
THEODULE,0,1
VERNE,0,1
HELINA,1,2
ARLIE,0,2
CANSADA,0,2
JANTJE,0,2
MAGGIA,0,2
REBECCAH,0,2
ROSARIO,0,2
STEAVEN,1,1
SOLMON,1,1
SAMUIL,1,1
CURT,1,1
AGUSTAS,1,1
ARIEL,0,1
GOODMAN,0,1
GROVER,0,1
LORA,0,1
PERRIN,0,1
TUNG,0,1
JOSEPENE,1,2
INDIE,1,2
HARITT,1,2
EVLINE,1,2
LIZEBETH,1,2
DALIA,1,2
CASSANDER,1,2
ANDORA,0,2
AZELIE,0,2
DEHLIA,0,2
EMELIN,0,2
GABRIELLE,0,2
MARYANNA,0,2
MELVA,0,2
SALUDA,0,2
SANTOS,0,2
THALIA,0,2
ROLLEN,1,1
PRENTISS,1,1
NOE,1,1
LINDSY,1,1
LEANARD,1,1
IAAC,1,1
ALIXANDER,1,1
BATES,0,1
BLAS,0,1
CHRISTINE,0,1
FENNER,0,1
GERSHOM,0,1
HANEY,0,1
LEEROY,0,1
MILON,0,1
PATEN,0,1
RENO,0,1
SUMMER,0,1
MORANDA,1,2
MINNERVA,1,2
LARENA,1,2
SINTHIA,1,2
SECELIA,1,2
ADILIA,0,2
AFFA,0,2
AMBROSIA,0,2
ETHELYN,0,2
LILLIAS,0,2
MIDA,0,2
DENVER,0,1
EMMONS,0,1
ERVINE,0,1
GILSON,0,1
HOSEY,0,1
HUGHE,0,1
JUSTO,0,1
MANSEL,0,1
READ,0,1
REBA,1,2
CARRE,1,2
AILCY,0,2
ASA,0,2
DENISE,0,2
EXPERIENCE,0,2
LARINDA,0,2
LAVANIA,0,2
PHILURA,0,2
ZYLPHA,0,2
LEPOLD,1,1
ISRIAL,1,1
BARNES,0,1
BRIT,0,1
CLEMANT,0,1
CUTHBERT,0,1
HARDEE,0,1
HARLON,0,1
JEPE,0,1
MICHAIEL,0,1
WESTERN,0,1
NELY,1,2
SHARLOTTA,1,2
ABIGALE,1,2
ALCEY,0,2
CEILA,0,2
CLARENDA,0,2
CLOTILDE,0,2
DEANA,0,2
DELENA,0,2
DIDAMA,0,2
ETA,0,2
HESTOR,0,2
LANNIE,0,2
LOA,0,2
ODELLA,0,2
THILDA,0,2
FELEX,1,1
BAT,0,1
BENAJAH,0,1
GRAYSON,0,1
HELMER,0,1
JOHON,0,1
LEONARDO,0,1
LORANZA,0,1
NEPTUNE,0,1
WILLINGTON,0,1
WOODS,0,1
WILHEMINE,1,2
FLORNCE,1,2
DOT,1,2
CORENE,1,2
CHRISTEENA,1,2
ALBERT,0,2
CORDELLA,0,2
JOSEPHIEN,0,2
LEANNAH,0,2
LOUGENIA,0,2
PATRICIA,0,2
ROSITA,0,2
SABRY,0,2
LAW,1,1
HARBERT,1,1
AMI,0,1
BIRTY,0,1
CHRISTOFF,0,1
JOSHAWAY,0,1
LAFE,0,1
MANNIE,0,1
PHILLIPS,0,1
STILMAN,0,1
WENSEL,0,1
ERSULA,1,2
SYMANTHA,1,2
KARY,1,2
ARRIE,0,2
DONNIE,0,2
FELICE,0,2
HASELTINE,0,2
JEANNETT,0,2
LARRAH,0,2
MAGRETHA,0,2
MELISSIE,0,2
NAOMIA,0,2
OLINDA,0,2
PERNELIA,0,2
RANDI,0,2
SIDDIE,0,2
TRIPHENA,0,2
VICTORIANA,0,2
FRD,1,1
EUJENE,1,1
EPHREM,1,1
ARCHD,1,1
JOY,0,1
MARVEL,0,1
MERIDITH,0,1
RANDELL,0,1
SELBY,0,1
SUTTON,0,1
SYLVAN,0,1
ROBECCA,1,2
RACHIL,1,2
MARAGET,1,2
DILLIA,0,2
EUPHENIA,0,2
GRETTA,0,2
MARANDY,0,2
MATTILDA,0,2
MELY,0,2
PENELOPY,0,2
RHINA,0,2
SUSSANA,0,2
SYLVIE,0,2
ANCEL,1,1
ANDER,0,1
CHU,0,1
KAY,0,1
MARSHELL,0,1
MCDONALD,0,1
BEE,1,2
AIRY,0,2
ALZORA,0,2
BERNETTA,0,2
CHATARINA,0,2
GERTRUDES,0,2
HELOISE,0,2
HENREITTA,0,2
KAZIAH,0,2
NARCISUS,0,2
WESS,1,1
STEPHN,1,1
STEVAN,1,1
LINZY,1,1
LAM,0,1
MADS,0,1
MAXIMILIAN,0,1
ORLANDER,0,1
REYNOLD,0,1
RIPLEY,0,1
SEBRON,0,1
TON,0,1
WILKS,0,1
TABETHA,1,2
SOBRINA,1,2
JANIS,1,2
HARRITTE,1,2
CLIMENA,0,2
DORIE,0,2
JUDEA,0,2
LAVILLA,0,2
LULLU,0,2
NEPOLEON,1,1
BEJAMIN,1,1
ALBRO,0,1
APPLETON,0,1
BALSER,0,1
BRISTOW,0,1
CHANG,0,1
CROFFORD,0,1
FOWLER,0,1
MONTAGUE,0,1
PRIMAS,0,1
RED,0,1
SUN,0,1
MADDIE,1,2
LEUISA,1,2
ADINA,0,2
AZUBA,0,2
CARIA,0,2
CLARICA,0,2
DAMARIS,0,2
DENIA,0,2
MITT,0,2
NAOMIE,0,2
SABINE,0,2
URA,0,2
LAFYETTE,1,1
DUGLASS,1,1
CHARLIS,1,1
MICAL,0,1
ORIAN,0,1
PULASKI,0,1
VAUGHN,0,1
WATERMAN,0,1
YEN,0,1
SAHRAH,1,2
LYDIAN,1,2
HELLON,1,2
GRETA,1,2
BETHANA,1,2
ALVENIA,0,2
ANELIZA,0,2
EARNEST,0,2
LOLIE,0,2
MARGOT,0,2
VANNIE,0,2
VICTOR,0,2
RANDOL,1,1
ORVEL,1,1
JEAMES,1,1
ISSAAC,1,1
AMADO,0,1
BARNHARD,0,1
COUNCIL,0,1
DANDRIDGE,0,1
HARRISSON,0,1
LIMUS,0,1
SAL,0,1
SPENSER,0,1
WENDALL,0,1
ZION,0,1
FILOMENA,1,2
PATCY,1,2
MAGG,1,2
MAGT,1,2
FRIDERIKE,1,2
BARTHENA,0,2
CARLIE,0,2
DEE,0,2
NATIVIDAD,0,2
SERELDA,0,2
VIRGIL,0,2
SELVESTER,1,1
MICAEL,1,1
FREDERCK,1,1
ALBINO,0,1
EDUARDO,0,1
MASTON,0,1
URSIN,0,1
NEOMI,1,2
HARET,1,2
CANDES,1,2
AGATHE,1,2
EVEA,0,2
MARGETTE,0,2
SELY,0,2
SOPHRONIE,0,2
HILERY,1,1
BUCHANAN,0,1
DOCTER,0,1
HENLY,0,1
HESIKIAH,0,1
MANN,0,1
MARTINE,0,1
REYES,0,1
WISE,0,1
REBCCA,1,2
LUSEY,1,2
EIZABETH,1,2
ELONER,1,2
CORALINE,0,2
JOHNNA,0,2
LUPE,0,2
MEARY,0,2
TINE,0,2
VISTA,0,2
EMMIL,1,1
CLARENC,1,1
ADREW,1,1
CORNELL,0,1
CROMWELL,0,1
DANFORD,0,1
ENOC,0,1
FLEET,0,1
HOOD,0,1
MARIS,0,1
MINOT,0,1
WINNIFORD,1,2
CANDY,1,2
BUENA,0,2
DALLA,0,2
DOLL,0,2
ELIESE,0,2
EMERINE,0,2
EUSEBIA,0,2
LEON,0,2
LISSE,0,2
MAGDELANE,0,2
MARIN,0,2
SEELY,0,2
VICTORIE,0,2
ROLEN,1,1
QUINCE,1,1
JEFFIE,1,1
HUGHY,1,1
HURBURT,1,1
ALFRID,1,1
BENONA,0,1
DARIAS,0,1
OVIDE,0,1
PETERSON,0,1
SEVERN,0,1
SIGMOND,0,1
SIVERT,0,1
WALDEN,0,1
BOBBIE,1,2
FRED,1,2
ADLAID,1,2
ALICA,0,2
ANABELL,0,2
BIRDA,0,2
EPSIE,0,2
KORA,0,2
MILIA,0,2
MUSETTA,0,2
SIGNORA,0,2
RICHIE,1,1
LOIS,1,1
LENN,1,1
ISREL,1,1
CARRIE,1,1
ALVINO,0,1
BURRILL,0,1
EMMOR,0,1
GATES,0,1
GIN,0,1
HELGE,0,1
JANE,0,1
KYLE,0,1
NEVIN,0,1
KASIAH,1,2
JULIAR,1,2
ELISABITH,1,2
ALIC,0,2
ALSINA,0,2
ELICE,0,2
FRANCESCA,0,2
HENNRIETTA,0,2
IDE,0,2
ISIDORE,0,2
ROMA,0,2
TRECY,0,2
WILHEMENA,0,2
VERN,1,1
BOBBY,1,1
LEWEY,1,1
GREY,1,1
COONRAD,1,1
ARTIMUS,0,1
BARLOW,0,1
DRED,0,1
EDA,0,1
KELSEY,0,1
LEONADUS,0,1
LOUS,0,1
MINNIE,0,1
MONTE,0,1
PEIRCE,0,1
PLEASENT,0,1
REINHARDT,0,1
WENTWORTH,0,1
FRANKE,1,2
FRANZIS,1,2
ARDENA,0,2
AZEMA,0,2
BARBER,0,2
CRESA,0,2
ELI,0,2
ETHELL,0,2
LAVICA,0,2
LE,0,2
MERCEY,0,2
ZIPPORAH,0,2
AUGST,1,1
BARNABUS,0,1
BRENT,0,1
HAZEL,0,1
KONG,0,1
LEIGHTON,0,1
NOYES,0,1
ORON,0,1
SQUARE,0,1
STERLIN,0,1
TAZWELL,0,1
TILDON,0,1
VICTORIANO,0,1
GEORGENA,1,2
ELIZEBEATH,1,2
ANTOINETT,0,2
HILEY,0,2
LISSI,0,2
LOUSIANA,0,2
MALISSE,0,2
MINETTA,0,2
PORTIA,0,2
ROBENA,0,2
VICIE,0,2
NEPOLIAN,1,1
CHALIE,1,1
ANDIE,1,1
BURNELL,0,1
DAUL,0,1
JERRIMIAH,0,1
LUSTER,0,1
PIETRO,0,1
RAIFORD,0,1
ROLAN,0,1
SEATON,0,1
WILLLIAM,0,1
WOODARD,0,1
YGNACIO,0,1
REBCA,1,2
RACHALL,1,2
MOLISSA,1,2
ELSABETH,1,2
BIRTHY,1,2
AMEILA,1,2
ALIX,1,2
ABEY,1,2
ARIANNA,0,2
AVARILLA,0,2
DONEY,0,2
GATSY,0,2
KATERINA,0,2
LUDIA,0,2
LUVISA,0,2
PILAR,0,2
TULA,0,2
THE,1,1
SML,1,1
JESE,1,1
ISICK,1,1
AMARIAH,0,1
BELL,0,1
BRAGG,0,1
CHURCHILL,0,1
JOSEPHAS,0,1
KILLIAN,0,1
LOOMIS,0,1
MALEN,0,1
MAYO,0,1
SOCRATES,0,1
SOLIMAN,0,1
SUNG,0,1
TALTON,0,1
RACHAIL,1,2
FEEBY,1,2
JOICE,1,2
CATHERON,1,2
BENITA,1,2
BEAULAH,1,2
HALLEY,0,2
LOURANA,0,2
LULLIE,0,2
RADA,0,2
LEWES,1,1
EARNIST,1,1
ERRICK,1,1
ELIGHA,1,1
ADDIS,0,1
ANSIL,0,1
INGRAM,0,1
MCCLELLAN,0,1
PARISH,0,1
SEYMOR,0,1
SUMTER,0,1
THADDIUS,0,1
WADDY,0,1
WORLEY,0,1
AIMIE,1,2
BEDIE,0,2
CHORA,0,2
EBBIE,0,2
FELICITE,0,2
FLOSSY,0,2
JOHAN,0,2
LOUISIANNA,0,2
PARTHENY,0,2
PERRY,0,2
ROSELTHA,0,2
NATHANIL,1,1
AUGEST,1,1
AMBERS,0,1
COE,0,1
ELL,0,1
GERRET,0,1
GRANDVILLE,0,1
GREENLEAF,0,1
HAVIER,0,1
HERVY,0,1
LINDON,0,1
MONTIE,0,1
MORSE,0,1
ODEN,0,1
QUITMAN,0,1
RYAN,0,1
SARGENT,0,1
WOODWARD,0,1
ZACHERIAH,0,1
SOPIAH,1,2
MARGUERET,1,2
MGT,1,2
LOUESE,1,2
LUTECIA,1,2
CLEMIE,1,2
ADLAIDE,1,2
BAMA,0,2
ESSY,0,2
IZETTA,0,2
MYRTIA,0,2
PHENIE,0,2
RENNA,0,2
SUSANE,0,2
THERESEA,0,2
VIVIA,0,2
WALLAS,1,1
ALEXANDREW,0,1
ATWELL,0,1
BRAYTON,0,1
BRIGGS,0,1
EDVARD,0,1
FARRIS,0,1
FRIDERICH,0,1
GURDON,0,1
JABE,0,1
LOVEL,0,1
PRESSLY,0,1
QUINTUS,0,1
SABIN,0,1
STEP,0,1
TUCK,0,1
VIRGA,1,2
DAIZY,1,2
CLISTA,1,2
CLARRIA,0,2
EDE,0,2
ENGER,0,2
EOLA,0,2
LARRY,0,2
LOUVENA,0,2
MANUELITA,0,2
NEPPIE,0,2
OLEVA,0,2
PARTHINA,0,2
SYLVESTER,0,2
THOMOS,1,1
CURTICE,1,1
CONDY,0,1
DUBLIN,0,1
ELSON,0,1
HANSE,0,1
HAZARD,0,1
LOWERY,0,1
MINTER,0,1
PALL,0,1
PARMER,0,1
SEAMAN,0,1
TALLY,0,1
THERISSA,1,2
MAGDALIN,1,2
CEILIA,1,2
CICILY,1,2
AIMY,1,2
ADELLIA,0,2
ANAIS,0,2
ANGELITA,0,2
BIANCA,0,2
CELISTA,0,2
ELISIA,0,2
FEDELIA,0,2
